path;name;Adult;Date;arcadesystemname;hidden;core;description;developer;emulator;famille;favorite;gameidSS;gametime;genre;genreid;hash;kid;lang;lastplayed;md5;mode;playcount;players;publisher;rating;ratio;region;rotation;sortname;tags;temporary;bezel;boxback;boxart;cartridge;extra1;fanart;image;magazine;manual;maps;marquee;mix;roundwheel;screenshot;titleshot;thumbnail;video;wheel;roundwheel
./Dkong.Mame.ZIP;DKONG.MAME;false;;;false;;;;;;false;;0;;0;66CAB1C6;false;;;f46618e539aa92fb57ee1ebad972ac2c;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Dkong3.Mame.ZIP;DKONG3.MAME;false;;;false;;;;;;false;;0;;0;0B0847C4;false;;;300215adf4511c7f5c2694e7a58a2235;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Doapp.Suposto-Mame.zip;DOAPP.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;EEF89F46;false;;;e263fa448a5eb3f256a340efb1b83bac;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Domino.Mame.ZIP;DOMINO.MAME;false;;;false;;;;;;false;;0;;0;2115CD1B;false;;;f75be1c9628d91a9d8326967f1479e53;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Dotron.Mame.ZIP;DOTRON.MAME;false;;;false;;;;;;false;;0;;0;9431FBD3;false;;;73638c169886d548fba1872b2590a6bf;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Doubledr.Suposto-Mame.zip;DOUBLEDR.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;88991811;false;;;c12009511cacf89c13ca8cecfb0efb4f;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Douni.Mame.ZIP;DOUNI.MAME;false;;;false;;;;;;false;;0;;0;08D00D27;false;;;9c2a511562d473633707c5c8ceb88d40;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Dowild.Mame.ZIP;DOWILD.MAME;false;;;false;;;;;;false;;0;;0;D1111A93;false;;;217c3dd86fdfc47a6f7d15c77bd1f9a8;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Dstlk.Suposto-Mame.zip;DSTLK.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;136CA144;false;;;e4653787479ef2cd5019957c88a0d3bf;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Dstorm.Mame.ZIP;DSTORM.MAME;false;;;false;;;;;;false;190818;0;;0;DC5EE18E;false;;;e486429a06452592cb8dc15b8d08c399;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Eagle.Mame.zip;EAGLE.MAME;false;;;false;;;;;;false;;0;;0;26EE8E55;false;;;aaa1363ac98cf1c51cb66f3512f97241;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Ebases.Mame.zip;EBASES.MAME;false;;;false;;;;;;false;;0;;0;B557DB98;false;;;e5949ad563d17a3c9d8b72b3fb5ad9a5;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Eggs.Mame.ZIP;EGGS.MAME;false;;;false;;;;;;false;;0;;0;7F40D806;false;;;9836819c580775371b2702550ef56aee;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Elim2.Mame.ZIP;ELIM2.MAME;false;;;false;;;;;;false;;0;;0;769A4001;false;;;da466701ee7cf5b3b9de9dcc9b203259;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Elim4.Mame.ZIP;ELIM4.MAME;false;;;false;;;;;;false;;0;;0;3F99CA4D;false;;;67ec6e0e3dd3c910e55a1fa46100fcf0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Espial.Mame.ZIP;ESPIAL.MAME;false;;;false;;;;;;false;;0;;0;D0BB96B1;false;;;0c0a68c253b6b995bccd15855c1c1fe6;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Evosocc.Suposto-Mame.zip;EVOSOCC.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;5BB5DAC0;false;;;1986369dc5d57cb2150aa1ee709d2ef0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Exterm.Suposto-Mame.zip;EXTERM.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;36962C3C;false;;;3ab7da7c95bf87e85a5b284db2bd45c3;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Eyes.Mame.ZIP;EYES.MAME;false;;;false;;;;;;false;;0;;0;B817725E;false;;;0c91addedb486fc9f7c0946cac8561fb;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./F1gp2.Suposto-Mame.zip;F1GP2.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;4157992D;false;;;02f8da09d7500e3670f2cd28f38cfa06;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Fatfursa.Suposto-Mame.zip;FATFURSA.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;F2AFCD93;false;;;403e1d428df41848dfb631629fcb2f72;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Fatfury1.Suposto-Mame.zip;FATFURY1.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;21CEC4E2;false;;;d2efd6733c7a29ba399d6dd6d5cc7ee8;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Fatfury2.Suposto-Mame.zip;FATFURY2.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;A8091B91;false;;;f181b161f87e97970dd2f39852a6535f;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Fatfury3.Suposto-Mame.zip;FATFURY3.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;8D9823D9;false;;;52383c373443269b47f9075e35227d6d;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Ffight.Mame.zip;FFIGHT.MAME;false;;;false;;;;;;false;;0;;0;16D042A6;false;;;59cb129322dd4b61727a4684ae41bc76;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Ffightj1.Suposto-Mame.zip;FFIGHTJ1.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;61A94B16;false;;;460118383a287c1647bb39d803476262;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Ffightu.Suposto-Mame.zip;FFIGHTU.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;6C9D435E;false;;;eb0a6b5c4b1c4950a2ccdac9813d22c8;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Ffreveng.Suposto-Mame.zip;FFREVENG.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;04FBB6E3;false;;;fd0367ea8dd2c603c9eb3abf360adaac;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Fghtatck.Suposto-Mame.zip;FGHTATCK.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;6F9FE4E1;false;;;6bab7233c8718ec5a7aad4070c81f72b;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Fghthist.Suposto-Mame.zip;FGHTHIST.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;69E859FF;false;;;638f9d7ab18af433b88f7a9fd605189a;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Fireshrk.Suposto-Mame.zip;FIRESHRK.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;D1AC6DE1;false;;;49f878c5ca3827770170846b7b6b0848;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Fitfight.Suposto-Mame.zip;FITFIGHT.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;8B30F87D;false;;;de3be8cd7ba40e1540f4cab4f2636c7d;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Flyboy.Mame.zip;FLYBOY.MAME;false;;;false;;;;;;false;;0;;0;4EEC8094;false;;;2bac93ebb2eeccf26370d4fccfe5d9de;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Foodf.Mame.ZIP;FOODF.MAME;false;;;false;;;;;;false;;0;;0;F076F157;false;;;e803e6a598262ca8c4e6cf7628e23873;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Fredmem.Suposto-Mame.zip;FREDMEM.SUPOSTO-MAME;false;;;false;;;;;;false;;0;;0;D8BB7609;false;;;b71030616c211e31a20638e797c97911;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Frenzy.Mame.ZIP;FRENZY.MAME;false;;;false;;;;;;false;;0;;0;CFA94C43;false;;;14e85286a8824bd87274c02d94958429;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
./Futspy.Mame.ZIP;FUTSPY.MAME;false;;;false;;;;;;false;;0;;0;F5B19802;false;;;330065bd61369bee4652855a08aeadf3;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
